sep=,
ARCJKV91187FB46210,Scotland,37.157,-63.933,KT Tunstall,0.590,0.794,uk,1.000,SOUYFXA12A6D4F8482,ARV3Z2I1187FB3E0BF,-7.272,folk-pop,295.079,0.486,0.272,0.486,0.272,0.000,7.000,0.963,1,0.718,285.478,0.356,0.272,137.806,1.000,1.000,0.283,0.608,54072,Eye To The Telescope / KT Tunstall's Acoustic Extravaganza,Boo Hoo,2005
ARH8B5X1187FB3B6C0,Not available,37.157,-63.933,Skeletonwitch,0.529,0.690,black metal,1.000,SOUOMRB12AB017EBE9,ARS0X0U1187FB56A9F,-5.131,speed metal,252.081,0.049,0.490,0.000,0.193,0.000,4.000,0.014,0,0.206,248.924,0.400,0.044,206.936,0.991,4.000,0.000,0.725,632807,Beyond the Permafrost,Within My Blood,2004
ARW70HR1187B9A358C,"Merida, Mexico",37.157,-63.933,Aleks Syntek,0.399,0.659,mA(c)xico,1.000,SOQPKMA12A8C134BD1,ARLBNF91187B9A8818,-6.730,merengue,275.200,0.167,1.340,1.000,0.335,0.276,6.000,0.190,0,0.368,260.400,0.218,0.335,120.029,0.913,7.000,0.453,0.238,150034,MA!s Fuerte De Lo Que Pensaba,Un Espacio Para Andar (2002 Digital Remaster),0
ARJ7KF01187B98D717,Not available,37.157,-63.933,Coldplay,0.916,0.865,british,3.000,SOEHTZE12A6310F0F2,ARSPUJF1187B9A14B8,-7.446,piano rock,274.416,0.011,0.842,1.000,0.393,0.322,2.000,0.194,1,0.482,258.305,0.451,0.169,134.027,0.912,4.000,0.135,0.810,307,In My Place,One I Love,2002
ARUKN9H1187B9B71C8,"Atlanta, GA",37.157,-63.933,The Black Crowes,0.536,0.797,southern rock,1.000,SOPTODT12AB018CE5C,ARPUEAL1187FB57814,-12.024,blues-rock,202.919,0.575,0.265,0.575,0.265,0.000,7.000,0.661,1,0.604,199.872,0.426,0.265,130.692,0.901,1.000,0.000,0.585,575230,Before the Frost... Until the Freeze,Good Morning Captain,2009
AR3LA671187FB567E4,Not available,37.157,-63.933,Grey Area,0.400,0.485,idm,1.000,SOCOVXI12A6D4F856F,ARCPFBP1187B9943F9,-5.729,future jazz,189.335,0.983,0.691,0.000,0.263,0.000,4.000,0.325,1,0.271,177.859,0.461,0.263,127.221,0.946,4.000,0.000,0.352,30079,Grey Area,All Time Low (Album Version),1997
AR2DKN01187FB3AA39,"Lamar, CO",38.088,-102.619,Wesley Tuttle,0.112,0.300,,0.000,SOSWEJS12A8C138994,ARQGYP71187FB44566,-15.019,western swing,175.229,0.891,0.859,1.000,0.201,0.151,2.000,0.721,1,0.715,166.516,0.527,0.201,71.705,1.000,4.000,0.815,0.266,208878,Fireball Mail - Country,With Tears In My Eyes,1992
ARD842G1187B997376,"Toronto, Ontario, Canada",43.649,-79.385,Blue Rodeo,0.448,0.636,canadian,2.000,SOFGAJF12A8C141DA3,ARGCEMX1187B9921A4,-6.033,country rock,280.659,0.059,0.874,0.898,0.397,0.334,7.000,0.345,1,0.588,269.526,0.538,0.158,126.100,1.000,4.000,0.415,0.494,7106,Lost Together,Fools Like You,1992
ARHG53Q1187B9ACBFC,Georgia,32.678,-83.223,Alias,0.423,0.645,,0.000,SOYMACN12A6D4F8AC1,AR0UQBL1187B9A7AA8,-10.983,bass music,257.959,0.583,1.097,0.751,0.524,0.195,2.000,0.100,1,0.508,241.470,0.802,0.233,103.770,0.936,4.000,0.789,0.328,23964,Alias,What To Do,0
ARWQ3W11187FB3F35E,"Dublin, Ireland",53.344,-6.250,Eleanor McEvoy,0.345,0.553,blues,1.000,SORADNR12AB01862D1,AREDTBT1187B9A486D,-8.192,irish folk,353.044,0.012,0.872,0.913,0.216,0.113,7.000,0.540,1,0.569,330.641,0.341,0.216,91.973,0.847,4.000,1.000,0.258,411583,Snapshots,Easy To Lose Hope,0
ARLGLI61187FB4693E,Not available,37.157,-63.933,Ghost Machine,0.409,0.594,,0.000,SOYMUVZ12AB018044B,AR7UF591187FB51325,-4.428,alternative metal,201.299,0.307,0.964,0.831,0.213,0.000,5.000,0.051,1,0.511,192.581,1.000,0.213,160.057,1.000,4.000,1.000,0.736,463170,Ghost Machine,What You Made Me (Ugli),2005
AR6GR981187FB5184A,"BROCKTON, Massachusetts",37.157,-63.933,Sheek Louch,0.450,0.680,,0.000,SODNYAB12A8C145644,ARYGXKQ11E2835CE3B,-4.592,gangster rap,64.653,0.568,0.997,0.944,0.264,0.189,8.000,0.085,1,0.126,57.789,0.251,0.067,157.696,0.906,4.000,1.000,0.589,598477,Life On D-Block,Die Slow,2009
AR6UQ8H1187B99DA9E,New Mexico,34.166,-106.026,Chacho,0.166,0.461,,0.000,SOCNADB12AB0185B07,ARG17O11187FB4A8DA,-9.660,neo soul,460.695,0.529,0.556,1.000,0.076,0.061,7.000,0.085,1,0.547,410.738,1.000,0.076,102.572,1.000,4.000,1.000,0.346,352603,Meteorito EP,Meteorito,0
AROGAPH1187B98CF9C,Not available,37.157,-63.933,BA(c)nabar,0.373,0.609,french,2.000,SOMFNPC12A8C13E5FE,ARVEJ9M1187FB4DC44,-9.224,chanson,188.943,0.009,0.298,0.985,0.298,0.241,4.000,0.438,0,0.313,180.303,0.838,0.069,134.552,1.000,4.000,0.359,0.543,307644,Reprise Des NA(c)gociations,Tu Peux Compter Sur Moi,2005
ARPGPI51187B98F1EC,Not available,37.157,-63.933,MDO,0.344,0.585,,0.000,SOEWSSK12AB018083E,ARKAIBT1241B9CB7F1,-5.184,teen pop,211.748,0.196,0.034,0.578,0.034,0.142,5.000,0.595,1,0.481,199.848,0.440,0.034,216.196,0.878,7.000,0.000,0.494,505335,Subir Al Cielo,Tonight_ Te AmarA(c),0
ARS2KW51187B9B556E,Not available,37.157,-63.933,X (Australia),0.411,0.704,,0.000,SOJKIPU12A8C137B47,ARDXOWS1187FB5BAEE,-11.378,heavy metal,90.827,0.189,2.099,0.614,1.123,0.000,5.000,0.377,1,0.350,90.827,1.000,0.386,63.641,0.957,4.000,0.000,0.266,99422,Aspirations,It Must Be Me,0
AR7Y6JX1187FB4D9B3,"Washington, D.C.",37.157,-63.933,Bad Brains,0.555,0.726,punk,1.000,SOHLSKT12A6D4F71B4,AR364FV1187B9AE1B8,-8.435,hardcore punk,118.047,0.013,1.242,0.817,0.312,0.000,11.000,0.571,1,0.290,108.954,0.655,0.076,135.415,0.921,4.000,0.000,0.576,21616,Black Dots,At The Atlantis,1996
ARJ3VRY1187B9A3058,Not available,37.157,-63.933,Memphis La Blusera,0.317,0.472,,0.000,SOLMPMK12AC468B131,ARV4TAT1187FB3BDE8,-13.422,chicago blues,338.129,0.041,1.546,0.538,0.817,0.000,9.000,0.000,0,0.063,330.141,0.279,0.447,84.895,0.927,4.000,0.490,0.267,780822,Nunca Tuve Tanto Blues,Exactamente Medianoche,0
ARUGX5X1187FB468C4,"Encino, CA",34.159,-118.501,Dino,0.410,0.642,,0.000,SOFBLKT12AB018A5E3,ARCJMMQ1187B98D1FD,-22.504,ccm,206.968,0.143,3.010,0.000,0.289,0.000,8.000,0.495,1,0.696,184.645,0.000,0.289,134.279,1.000,7.000,0.813,0.276,581881,Quiet Time,Wonderful Peace,0
ARV1RMI1187FB48F94,Not available,37.157,-63.933,Arkona,0.461,0.646,,0.000,SOKHLQD12A58A767FA,AR1UFKB1187B98D8BD,-6.635,black metal,310.334,0.387,0.732,0.335,0.330,0.000,2.000,0.070,0,0.201,305.087,0.501,0.129,150.068,1.000,4.000,0.312,0.624,571789,Vo Slavu Velikim,Skvoz' Tuman Vekov,0
AR9YWMS1187FB43A34,"Amherst, MA",37.157,-63.933,Dinosaur Jr,0.552,0.750,rock and indie,1.000,SOWJCAE12AC46887E7,ARJ59K61187FB5B43E,-6.942,indie rock,194.403,0.022,0.164,0.613,0.164,0.149,7.000,0.545,0,0.592,175.299,0.258,0.164,145.228,1.000,4.000,0.000,0.590,734089,Without A Sound,On The Brink,1994
ARUE3AK1187B9AC923,"Brooklyn, NY",37.157,-63.933,Neil Sedaka,0.444,0.721,classic pop and rock,1.000,SONQTZF12AB0181781,AR15FAX1187FB52616,-17.289,brill building pop,256.992,0.843,0.290,0.843,0.290,0.229,4.000,0.138,0,0.173,249.388,0.295,0.290,159.184,1.000,1.000,0.000,0.376,468483,Neil Sedaka Selected Hits,Superbird,0
ARUYGJ31187B9A2FEA,"Jacksonville, FL",30.331,-81.656,The Summer Obsession,0.395,0.634,,0.000,SOBWXDJ12A58A7725D,ARG72Q21187FB36243,-6.327,pop punk,282.044,0.020,1.658,0.576,0.154,0.000,0.000,0.359,1,0.491,270.019,1.000,0.154,79.935,0.968,4.000,0.000,0.583,42341,This Is Where You Belong,Where You Belong,2006
ARAILOU1241B9CA8CD,Not available,37.157,-63.933,Punk'd Royal,0.365,0.456,,0.000,SOMGWOC12AB0184C27,ARYP3JA11C8A415877,-5.031,dance-punk,276.375,0.159,0.800,0.886,0.179,0.154,5.000,0.532,1,0.409,248.401,1.000,0.179,96.123,1.000,3.000,1.000,0.222,802468,Muscles,Young Urbans,0
ARXAHU31187B9B1520,London,51.506,-0.127,Vex'd,0.375,0.585,dubstep,3.000,SOCQVFV12AB01859A2,AREFFEC1187B98E12F,-11.596,dubstep,295.497,0.743,0.343,0.865,0.343,0.000,2.000,0.291,1,0.372,284.886,0.357,0.343,117.007,1.000,4.000,0.337,0.605,812979,Cloud Seed,Oceans,2010
AR5ZY7R1187B996302,Washington DC,38.899,-77.029,The Continentals,0.380,0.442,,0.000,SOEIJKO12AB0181BE2,ARWX46G1187B9A0FC3,-7.928,samba,164.127,0.128,1.634,0.339,0.272,0.077,2.000,0.656,1,0.774,157.983,0.334,0.272,90.245,0.873,3.000,1.000,0.240,641820,Wild Rockin' & Boppin' (X-Mas Edition),Christmas Time,0
ARRM70G1187B9A7F64,"Hudsonville, MS",37.157,-63.933,Junior Kimbrough,0.427,0.683,blues,1.000,SOWDLGO12AB0182434,AR7TTS41187B9B42D3,-14.845,delta blues,294.765,0.161,1.460,0.327,0.840,2.305,4.000,0.831,1,0.608,290.453,0.193,0.527,92.320,0.976,3.000,0.546,0.511,367177,Meet Me in the City,Lonesome Road,1997
AR12EOE1187FB3AE26,Not available,37.157,-63.933,The Pineapple Thief,0.485,0.587,,0.000,SOQSPFC12AB018C494,ARJHRVO1187FB40180,-7.715,neo-progressive,399.830,0.386,0.479,0.453,0.479,2.937,0.000,0.238,1,0.400,391.488,0.196,0.264,140.077,1.000,4.000,0.716,0.569,759814,Little Man,Run A Mile,2006
ARAJTHO11F50C4B80F,Not available,37.157,-63.933,Jeff Massanari Trio,0.000,0.147,,0.000,SOGATPI12AC960DCAC,AR7FCU51187B9B7D31,-9.924,guitarist,253.858,0.015,0.656,0.925,0.329,0.212,5.000,0.526,1,0.467,248.837,0.585,0.167,183.801,0.000,4.000,0.390,0.215,602505,For The Music,Closin' Moes,0
ARBZHTB1187FB3A725,Not available,37.157,-63.933,Aaron Watson,0.472,0.658,,0.000,SOKLIMD12A8C145AC3,AREN1A11187FB527EF,-8.810,honky tonk,171.102,0.076,0.742,0.939,0.277,0.206,2.000,0.846,1,0.698,160.363,0.928,0.044,130.985,1.000,4.000,0.500,0.392,321603,Angels & Outlaws,Whiskey on the Fire,2008
ARZH3SW1187B98C96E,Not available,37.157,-63.933,Onyx,0.421,0.637,hip hop rnb and dance hall,1.000,SOSLDUO12A8C13F7E0,ARVTAI41187B9B8B67,-6.305,hip hop,255.503,0.012,1.525,0.000,1.161,0.000,1.000,0.503,0,0.480,239.055,0.458,1.161,164.981,1.000,4.000,0.769,0.444,309045,Onyx/ Bacdafucup II,Wet The Club,2002
ARHEQ501187FB4F898,Not available,37.157,-63.933,Fruko Y Sus Tesos,0.371,0.534,,0.000,SOCPWZF12A8C1359F0,AR1PNWN1187FB4A404,-9.290,salsa,249.051,0.022,0.769,0.321,0.338,0.177,0.000,0.534,1,0.454,245.487,0.359,0.050,140.462,1.000,4.000,0.369,0.252,237660,Descarga Espectacular,El Ausente/ El Preso/ El Caminante/ Tania,0
AR3THYK1187B999F1F,Not available,37.157,-63.933,JoAPSo Gilberto / Gilberto Gil / Caetano Veloso,0.471,0.645,brazilian,2.000,SOHUKWF12A6D4FA598,ARFETPU124549A3F38,-22.659,brazilian jazz,77.009,0.012,0.597,0.000,0.597,2.949,0.000,0.624,1,0.501,68.865,0.232,0.328,113.515,0.998,4.000,0.202,0.573,55238,Brasil,Cordeiro De Nana,0
ARPNDSH1187B9B942F,Not available,37.157,-63.933,Sui Generis,0.451,0.576,,0.000,SORYDNX12AB0187381,ARV4TAT1187FB3BDE8,-12.685,cumbia,269.844,0.719,0.356,0.719,0.356,0.346,7.000,0.376,1,0.411,255.199,0.421,0.101,129.761,0.902,1.000,0.000,0.212,509321,Adios Sui Generis Vol.I,Zapando Con La Gente,1975
ARDGB6U1187FB3AD07,"London, England",51.506,-0.127,Eurythmics,0.524,0.751,british,2.000,SOILVKO12A8AE486B1,ARGE7G11187FB37E05,-4.210,dance rock,236.617,0.034,2.804,0.492,2.263,2.792,1.000,0.460,1,0.467,219.806,0.365,2.263,111.122,0.948,4.000,0.801,0.485,278992,Revenge,A Little Of You,1986
AR12F2S1187FB56EEF,"Boston, MA",37.157,-63.933,Aerosmith,0.611,0.873,heavy metal,1.000,SOPMGRB12A6701E98E,ARM7EDF1187B9B3FA1,-5.746,blues-rock,324.075,0.492,0.087,0.000,0.087,0.000,2.000,0.723,1,0.549,324.075,0.125,0.087,101.660,0.899,4.000,0.636,0.431,14330,A Little South Of Sanity,Livin' On The Edge,1993
ARYNX5Z1187B999686,"Sheffield, Yorkshire, England",53.383,-1.465,Paul Carrack,0.375,0.592,,0.000,SOLTMLK12AB018A1CB,AR4U91L1187B9A2401,-14.241,blue-eyed soul,324.466,0.703,11.152,0.511,10.252,13.955,4.000,0.674,1,0.605,298.609,0.062,10.026,134.123,1.000,4.000,0.854,0.598,585539,Groove Approved,Dedicated,1989
ARJS05S1187FB58F3A,"LOS ANGELES, California",37.157,-63.933,Spongebob Squarepants,0.459,0.623,,0.000,SOLGKUS12A8C1436EE,ARJGVPL12454A4D254,-8.892,texas blues,76.826,0.108,0.898,0.788,0.400,0.200,9.000,0.673,0,0.542,70.798,0.000,0.150,122.887,0.946,4.000,0.973,0.616,430097,Spongebob Squarepants - The Yellow Album,Ripped Pants,2005
AR8TLVX1187B9B2D7D,Sweden,37.157,-63.933,Mithotyn,0.361,0.548,,0.000,SORCBQY12AB0179F6A,ARVHKZX1187B9B1F7C,-5.225,viking metal,58.305,0.473,0.273,0.473,0.273,0.000,7.000,0.740,1,0.871,55.391,0.579,0.105,179.832,0.999,1.000,0.000,0.401,619764,In The Sign of the Raven,Let Thy Ale Swing,1998
AR050VJ1187B9B13A7,Not available,37.157,-63.933,Dead Kennedys,0.539,0.737,punk,2.000,SOZQSGL12AF72A9145,ARNFTGS1187B9A465F,-4.264,rock,216.842,0.016,1.048,0.379,0.392,0.000,10.000,0.325,1,0.286,213.020,0.767,0.068,92.897,1.000,4.000,0.879,0.788,181162,Milking The Sacred Cow,Halloween,1982
ARIDQH31187B9ACB84,Scotland,56.653,-3.997,BMX Bandits,0.349,0.581,,0.000,SOTEVNM12A8C141858,ARHPPJK1187B9AC897,-10.223,indie rock,208.404,0.269,0.795,0.597,0.341,0.073,1.000,0.808,1,0.730,200.916,0.780,0.111,127.434,0.994,4.000,0.532,0.451,239294,Bee Stings,After I Made Love To You,2007
ARCHKD91187B9A0A42,"New York, NY [The Bronx]",40.715,-74.007,The Ronettes,0.534,0.567,phil spector,1.000,SOSAQJU12AC90755D2,AR7AGFV1187FB578BC,-9.540,brill building pop,177.815,0.066,4.183,0.787,0.719,0.305,7.000,0.797,1,0.709,168.826,0.000,0.470,114.047,0.968,4.000,0.148,0.630,692717,The Best Of The Ronettes,Born To Be Together,1991
ARRVGAX1187FB4D745,"Bellhaven, NC",35.220,-80.020,Little Eva,0.385,0.590,,0.000,SOENVPC12A58A771C4,ARXY7M01187B9B7611,-7.517,pop rock,171.781,0.003,1.004,0.826,0.476,0.154,1.000,0.671,1,0.705,165.291,0.866,0.213,120.026,0.954,4.000,0.550,0.425,65452,The Dimension Dolls,Up On The Roof (LP Version),0
AR2P71H1187B9B8C00,DE,37.157,-63.933,Kool Savas,0.449,0.603,,0.000,SOQTSEW12AB0180ED2,AR4FFOE1187FB39FD0,-5.031,garage rock,79.934,0.132,2.122,0.442,0.716,0.000,6.000,0.000,0,0.000,79.934,0.292,0.243,81.224,1.000,5.000,0.647,0.429,407754,Die besten Tage sind gezA$?hlt,Warum rappst du?,2000
ARKFYS91187B98E58F,Not available,37.157,-63.933,Jeff And Sheri Easter,0.385,0.535,,0.000,SOMKWFY12A6D4FAB0F,ARHNMEZ11F50C4706C,-5.825,southern gospel,222.929,0.026,0.689,1.000,0.200,0.392,8.000,0.643,1,0.779,210.593,0.931,0.200,121.944,1.000,4.000,0.202,0.241,41838,Ordinary Day,We're Not Gonna Bow,0
ARFPVJN11F50C482EC,Not available,37.157,-63.933,Jack Miles,0.244,0.312,,0.000,SORNNLK12A8C1351A6,ARGYMBS1271F575CEB,-6.309,screamo,174.341,0.068,1.103,1.000,0.111,0.067,7.000,0.001,1,0.343,141.996,0.630,0.111,120.005,1.000,4.000,0.557,0.202,87757,Around the World,Nuits Orientales,0
ARZIXB81187B98FCEC,Not available,37.157,-63.933,The Plimsouls,0.383,0.573,,0.000,SOZXHBQ12AB0186626,AREELJK122988ED44F,-7.167,jangle pop,192.130,0.115,0.402,0.416,0.402,0.000,4.000,0.623,1,0.498,192.130,0.304,0.218,162.907,0.986,4.000,0.118,0.473,756813,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,Women,1981
AR4IFI31187FB3A953,Not available,37.157,-63.933,Cats In Boots,0.302,0.385,,0.000,SORIYMI12AB0185013,ARC6NJW1187B9A080E,-5.602,glam metal,208.796,0.035,1.009,0.000,0.286,0.967,8.000,0.752,1,0.714,205.973,0.316,0.106,167.142,0.860,4.000,0.000,0.582,460878,Kicked And Klawed,Shotgun Sally,0
ARH3MQU1187B997AAF,Not available,37.157,-63.933,Nik & Jay,0.343,0.641,,0.000,SOZVWSE12A6D4F7ADA,ARZNECC12454A47385,-6.012,pop rap,207.673,0.166,0.261,0.480,0.261,0.235,10.000,0.026,1,0.019,202.995,1.000,0.261,125.028,0.947,4.000,1.000,0.304,44464,3: Fresh-Fri-Fly,Gir Dig Mer,0
ARGUAHS11F50C4CF7D,Not available,37.157,-63.933,Los Traileros Del Norte,0.301,0.485,,0.000,SOSXRMA12A8C142E43,ARBFEZY122988ED81E,-8.263,mexico,152.894,0.016,0.123,0.998,0.123,0.067,0.000,0.007,1,0.231,135.999,0.981,0.123,94.895,0.736,4.000,0.057,0.266,615314,A Todo Terreno,Andale,0
AR1U3BY1187B9B136F,Not available,37.157,-63.933,God Lives Underwater,0.363,0.564,industrial rock,1.000,SOPWHEV12AB017DC10,AR99SSD1187B9A7BFC,-5.660,industrial metal,215.405,0.015,0.776,0.027,0.425,0.000,2.000,0.411,1,0.406,207.975,0.949,0.254,169.966,1.000,4.000,0.952,0.561,500966,Empty,Don't Know How To Be,1995
ARPGCHN1187B9A2831,Not available,37.157,-63.933,Nicky B,0.413,0.595,,0.000,SOHNHEF12A8AE47210,ARX9I2Y1187FB4B5EB,-12.041,dancehall,184.346,0.065,0.268,0.948,0.268,0.224,10.000,0.935,1,0.677,182.219,0.948,0.268,124.556,1.000,3.000,1.000,0.266,185858,Riddim Driven: Sunlight,I Only Want To Love You,0
ARW74FW1187FB554AD,Not available,37.157,-63.933,Cookies,0.313,0.479,,0.000,SOMKHUF12AB0180C5E,ARHNL9K1187FB5730C,-5.583,cantonese pop,193.698,0.023,0.637,0.655,0.161,6.792,6.000,0.833,0,0.625,193.698,0.295,0.161,125.971,0.971,4.000,0.541,0.376,671562,House Candy - Bienvenue a La Discoteque,Believe In What I Say,2005
ARNVM131187B990D2B,Oakland CA,37.157,-63.933,themselves,0.429,0.628,american,1.000,SOLYHYM12AB017D549,AROGN2E1187B98D292,-6.324,experimental pop,195.186,0.464,0.780,0.428,0.269,0.000,6.000,0.001,1,0.098,195.186,0.325,0.269,116.915,0.854,4.000,0.634,0.546,631241,Crownsdown,Oversleeping,2009
AR52EZT1187B9900BF,"Harlem, New York",40.808,-73.945,Alicia Keys,0.822,0.934,rnb,2.000,SOXQVZC12A8C13C5D9,AR5DC8S1187B9958BE,-12.518,neo soul,244.453,0.322,0.279,0.000,0.279,0.000,6.000,0.649,1,0.350,244.453,0.000,0.279,74.078,1.000,7.000,1.000,0.623,307580,Unplugged,If I Was Your Woman,2005
ARUHT3M1187FB44FB4,Connecticut,41.518,-72.758,Delirious,0.464,0.675,alternative rock,1.000,SOJDMEC12A67AE0C83,ARZ96PB1187B98F5C9,-9.833,ccm,225.149,0.009,1.756,0.000,0.449,1.065,2.000,0.554,1,0.491,213.664,0.148,0.126,91.162,1.000,4.000,0.289,0.304,174180,Fuse Box Glo / Mezzamorphis,God You Are My God,2000
AREW1KO1187B98E42E,Not available,37.157,-63.933,Irish Tenors,0.375,0.599,,0.000,SOTEKKG12AB017E22D,ARHKEC11187B998F5B,-15.391,irish folk,269.479,0.268,2.198,1.000,0.446,0.247,7.000,0.577,1,0.608,263.808,0.116,0.446,69.487,1.000,4.000,0.605,0.249,633553,Sacred,My Love,0
ARD2NDU1187B99B615,"Boston, MA",37.157,-63.933,Dropkick Murphys,0.568,0.793,folk punk,2.000,SOQGZBE12A8C139160,ARP6IJB1187B9B14DE,-5.386,celtic punk,196.728,0.031,0.896,0.000,0.237,0.000,9.000,0.008,0,0.254,183.687,0.441,0.071,183.808,0.947,4.000,0.000,0.529,204315,Live On St. Patrick's Day,Bloody Pig Pile (Live),2002
ARVUN5F1187FB4CCC7,"Kingston, Jamaica",37.157,-63.933,Beenie Man,0.481,0.729,soul and reggae,1.000,SOJHGZJ12AB0187E31,ARMPQIE1187FB3D4EB,-1.997,dancehall,179.513,0.436,0.103,1.000,0.103,0.000,6.000,0.668,1,0.547,171.584,0.586,0.103,98.071,0.948,4.000,1.000,0.302,795316,Beenie Man - EP,Bad Man Story,0
AR19GQN1187FB3ACF5,"New York, NY",40.715,-74.007,The Bucketheads,0.345,0.564,pop and chart,1.000,SOAQFIX12A6D4F8A72,ARUD74H1187FB5B3DF,-14.979,vocal house,365.714,0.406,1.340,0.926,0.852,0.000,9.000,0.457,1,0.370,360.124,0.203,0.601,120.876,1.000,5.000,1.000,0.376,28356,All In The Mind,Sayin' Dope,1995
ARW1MUW1187FB4D5A1,"Escatawpa, MS",37.157,-63.933,3 Doors Down,0.609,0.840,alternative rock,1.000,SOUEHCD12AB0188F80,AR07SOR1187FB46179,-6.348,post-grunge,232.071,0.540,0.650,0.530,0.232,0.194,10.000,0.504,0,0.562,223.736,0.764,0.232,143.699,0.919,4.000,1.000,0.705,21740,Seventeen Days,Here Without You,2002
ARNMHWR11F4C83B384,"Palo Alto, CA",37.445,-122.161,Kingston Trio,0.295,0.581,,0.000,SOGRUJA12AB01859FF,ARNMAUL1187FB5936D,-21.177,folk-pop,127.164,0.418,0.462,0.418,0.462,0.000,1.000,0.643,1,0.623,122.863,0.777,0.462,80.167,1.000,1.000,0.000,0.267,809196,The M.T.A.,Scotch and Soda,0
AR52EZT1187B9900BF,"Harlem, New York",40.808,-73.945,Alicia Keys,0.779,0.934,rnb,2.000,SODHTCY12A58A7F125,AR5DC8S1187B9958BE,-6.155,neo soul,256.000,0.090,1.086,0.309,0.555,0.177,7.000,0.267,0,0.324,253.498,1.000,0.201,113.485,1.000,3.000,1.000,0.723,296589,The Diary Of Alicia Keys,Karma,2003
ARSX6IX1187B9B640C,"Memphis, TN",35.150,-90.049,Big Star,0.497,0.741,classic pop and rock,1.000,SOBUDNE12AB018E772,ARHPPJK1187B9AC897,-10.132,power pop,181.263,0.002,0.302,0.785,0.302,0.000,7.000,0.297,0,0.327,178.474,0.468,0.302,103.280,1.000,4.000,0.000,0.422,592093,Keep An Eye On The Sky,Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],0
ARX9YIP1187B98A656,Not available,37.157,-63.933,RUN-DMC,0.607,0.687,hip-hop,1.000,SODEXMV12A8C13B960,ARKAI6D1187B98A539,-13.306,hip hop,267.598,0.165,3.730,0.000,0.939,0.478,10.000,0.275,0,0.393,265.392,0.708,0.520,73.507,1.000,5.000,0.690,0.451,597033,Original Album Classics,Faces,1990
AR198711187B9AD09F,Adegngiltere,37.157,-63.933,Simply Red,0.499,0.732,classic pop and rock,1.000,SOFLHAS12A8C13851C,ARYAUMZ1187B9A2A40,-9.380,pop rock,258.089,0.272,1.703,1.000,0.268,0.218,0.000,0.012,0,0.440,252.604,1.000,0.268,83.730,0.999,4.000,0.766,0.561,328398,Men And Women,Maybe Someday...,1987
ARGY9EQ1187B996E1A,Espoo/Helsinki,37.157,-63.933,Norther,0.443,0.767,finnish,4.000,SOBUPWX12AB0188E71,ARGJLIC1187B9B6CDB,-3.779,heavy metal,122.723,0.095,0.868,0.844,0.262,0.229,6.000,0.501,0,0.556,116.785,0.586,0.111,200.060,1.000,4.000,0.000,0.607,515761,Till Death Unites Us,Fuck You,2006
AR22KZ51187B9A0A31,Not available,37.157,-63.933,Five Fingers of Funk,0.000,0.383,,0.000,SOMSMYI12A58A7C1EA,ARQPQYF11F50C4BB52,-9.999,funk metal,177.005,0.000,0.488,0.000,0.488,0.000,2.000,0.393,0,0.419,171.654,0.131,0.308,111.924,0.966,1.000,0.727,0.225,230859,About Time,Let It Flow (Feat. Gauran-T and Freaky Frederali),1998
ARS4KT21187B9B9438,Not available,37.157,-63.933,Fito Paez,0.459,0.658,,0.000,SOSPNZF12AB018214F,ARV4TAT1187FB3BDE8,-14.585,rock 'n roll,175.255,0.196,0.273,0.455,0.273,0.380,11.000,0.789,0,0.599,171.363,0.077,0.087,162.380,0.916,4.000,1.000,0.415,159971,Cronica,Corazon Clandestino,0
ARJUNZD1187B9A5DAE,"BEVERLY HILLS, California",34.073,-118.400,Herb Alpert And The Tijuana Brass,0.481,0.552,american,1.000,SOABVWD12A58A7C3FF,ARLSMEN1187B98D6DF,-14.962,smooth jazz,163.944,0.726,0.461,0.726,0.461,0.142,5.000,0.620,1,0.228,153.681,0.000,0.145,97.520,1.000,1.000,0.341,0.466,611960,South Of The Border,Adios_ Mi Corazon,1964
ARN5NHX1187FB4F755,"Chicago, IL",41.884,-87.632,The Smashing Pumpkins,0.670,0.888,alternative rock,2.000,SOZQHDM12A67020FA7,AR8RC0V1187FB390D9,-16.358,alternative rock,184.398,0.712,1.193,1.000,0.479,0.371,6.000,0.000,1,0.325,175.955,0.586,0.131,88.794,1.000,4.000,0.946,0.584,10149,Rarities & B-Sides,Rotten Apples,1995
ARG9CID1187B9AB010,"Long Island, New York",40.853,-73.136,Taking Back Sunday,0.572,0.548,rock and indie,1.000,SOUJLXS12A3F1ECF59,AR0WBBL1187FB4677D,-3.566,post-hardcore,168.254,0.822,0.109,0.822,0.109,0.066,11.000,0.381,1,0.530,160.729,0.923,0.109,131.018,0.918,1.000,0.324,0.638,473673,New Again,Catholic Knees (Album Version),2009
ARB29H41187B98F0EF,Chicago,41.884,-87.632,Terry Callier,0.416,0.707,classic pop and rock,1.000,SOGNCJP12A58A80271,ARTB5PP1187FB523B7,-11.939,soul jazz,342.569,0.145,0.969,0.708,0.421,0.063,6.000,0.381,1,0.538,333.154,0.462,0.138,110.189,0.985,3.000,0.353,0.414,228326,Occasional Rain,Do You Finally Need A Friend,1972
