,artist.hotness,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotness,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
1236,0.60725728,AR03BDP1187FB5B324,Britney Spears feat. Pharrell Williams,pop,6.0,0.05,0.36991,1.0,0.36991,225.48852999999997,0.345,0.153605548,6.0,0.835,34.053490000000004,"Kentwood, LA; Los Angeles, CA",-118.24531999999999,-4.947,0,0.77,300483,Touch My Soul_ Vol. 23,ARX6TAQ11C8A415850,0.563246899,SOLQLGL12A8C138380,221.93099999999998,1.0,0.08698,106.919,dance pop,1.0,4.0,1.0,Boys,2001
4784,0.347249717,ARE08BN1187B98FCA3,Der Plan,dA1/4sseldorf,1.0,0.023,0.8497399999999999,1.0,0.34136,153.59955,0.311,0.496224085,11.0,0.33,37.15735675013362,Not available,-63.93335786851952,-14.342,0,0.395,711606,Perlen...,ARKI64B1187FB48606,0.36037058299999997,SOIXLZQ12AB018CE35,143.499,1.0,0.08717000000000001,119.31700000000001,experimental rock,0.9463025190000001,4.0,0.5,Alte Pizza,1988
5593,0.492781168,ARODFDS1187FB57348,Sergio Mendes,bossa nova,1.0,0.037000000000000005,0.38082,0.83,0.38082,152.29342,0.33399999999999996,0.649086013,4.0,0.645,37.15735675013362,"Niteroi, Brazil",-63.93335786851952,-13.205,0,0.526,31199,WHAT THE WORLD NEEDS NOW IS BURT,ARFETPU124549A3F38,0.33023468300000003,SOHUMGO12A58A7C8F5,144.637,0.897,0.14948,130.892,samba,0.99443687,4.0,0.336,Don't Go Breaking My Heart (LP Version),0
4567,0.414834941,ARRHVGT1187B98D603,Dynamite Deluxe,german,2.0,0.155,1.7195900000000002,1.0,0.43013999999999997,86.67383000000001,0.396,0.633402342,9.0,0.424,51.16418,Germany,10.45415,-10.182,0,0.272,109829,Deluxe Soundsystem,ART2S3N1187FB380B0,0.577848621,SOQJIWF12A8C13D2F0,81.612,1.0,0.10662,93.29799999999999,hip hop,1.0,3.0,0.693,Zap Zap,2000
5841,0.33593311600000003,AR36F9J1187FB406F1,Bombay Rockers,,0.0,0.046,0.6918300000000001,0.9990000000000001,0.14153,212.71465,0.096,0.531757816,8.0,0.5770000000000001,56.27609,Denmark,9.51695,-4.336,1,0.574,199593,Introducing&,ARELFAE1187FB40D0A,0.379523324,SOUAMVI12A58A7A7D7,206.692,1.0,0.14153,109.984,bhangra,0.913155629,4.0,0.0,Rock Tha Party,2004
5497,0.916053228,ARJ7KF01187B98D717,Coldplay,british,3.0,0.066,0.6312,0.912,0.13352999999999998,285.04771,0.345,0.865021512,11.0,0.687,37.15735675013362,Not available,-63.93335786851952,-5.367000000000001,0,0.647,11486,Speed Of Sound,ARSPUJF1187B9A14B8,0.45404276600000004,SOSHUVD12A6701F8F9,275.156,0.889,0.13352999999999998,122.94,piano rock,0.91162502,4.0,1.0,Speed Of Sound (Live),2005
2496,0.324894009,ARD2HR71187B99548F,Jimmy Hughes,,0.0,0.002,1.3981700000000001,0.95,0.37632,177.26649,0.322,0.452249986,4.0,0.6890000000000001,34.80046,"Florence, AL",-87.67525,-6.952999999999999,0,0.525,411277,The Best of Jimmy Hughes,AR1PQST1187FB4D913,0.576399981,SOJCUFH12AB0186BF1,172.46,0.831,0.37632,122.152,southern soul,0.967449298,4.0,0.0,Neighbor_ Neighbor,0
5933,0.570192015,AR4YKRO1187B9B7829,The Red Jumpsuit Apparatus,,0.0,0.040999999999999995,0.21711,0.8270000000000001,0.21711,208.79628,0.33399999999999996,0.9110441970000001,0.0,0.529,30.06677,"Middleburg, Florida",-81.86674000000001,-2.983,0,0.662,300910,Don't You Fake It,AR0WBBL1187FB4677D,0.6040881779999999,SOQMROZ12AF729B758,204.655,0.442,0.06612,199.00400000000002,screamo,0.941448825,4.0,0.6970000000000001,In Fate's Hands (Album Version),2006
3705,0.332870567,ARFZNR41187B990AF7,Sunnyland Slim,,0.0,1.0,0.33953,1.0,0.33953,148.47955,0.287,0.485792919,9.0,0.6579999999999999,37.15735675013362,"Vance, MS",-63.93335786851952,-14.100999999999999,1,0.609,686183,The Walking Cycloon,ARFPGJY1187B991B23,0.215080319,SOZBCID12AC468B7E6,143.296,0.48100000000000004,0.05951,106.545,piano blues,0.961874769,1.0,0.0,Hard Times (feat. Floyd Jones),0
3896,0.48057519299999996,AR4PQ891187FB5CA9F,Dionne Warwick,american,2.0,0.054000000000000006,3.4655699999999996,0.978,0.16525,210.96444,0.348,0.647933622,7.0,0.308,40.76099,"East Orange, NJ",-74.20991,-13.765,1,0.39299999999999996,539483,Sings Cole Porter,ARZ8KO81187B9B1B7C,0.379523324,SOIASMV12AB0182DC0,203.55200000000002,0.579,0.16525,101.421,brill building pop,1.0,3.0,0.8340000000000001,Just One Of Those Things,0
3660,0.409464909,ARAHQDS1187FB55275,Maysa,brazilian,1.0,0.055999999999999994,1.50219,0.875,0.3316,313.93914,0.43799999999999994,0.616436885,6.0,0.6509999999999999,37.15735675013362,Not available,-63.93335786851952,-8.316,0,0.619,705822,A Woman In Love,ARZDJ3G1187FB59384,0.37598430200000005,SOFOHOB12AB0186C23,307.026,0.24600000000000002,0.3316,101.439,brazilian pop music,1.0,3.0,0.41600000000000004,I Put A Spell On You,0
1506,0.599602643,ARLSF8H1187B9A76B0,Dimmu Borgir,norwegian,4.0,0.005,1.42077,0.0,0.34149,317.36118,0.0,0.826075467,10.0,0.035,37.15735675013362,"Oslo, Norway",-63.93335786851952,-4.061,1,0.162,265245,In Sorte Diaboli (Deluxe),ARF0W6Z1187B9AC325,0.656280958,SOHTGJW12A58A7D7D3,299.508,0.139,0.20642,112.277,black metal,1.0,4.0,0.02,The Fundamental Alienation,2007
8187,0.47539306299999995,AR2KSTE1187FB57A36,Petra,,0.0,0.015,0.22253,0.855,0.22253,219.08853,0.38,0.7981586559999999,4.0,0.9009999999999999,37.15735675013362,"Fort Wayne, Indiana",-63.93335786851952,-13.943,1,0.8240000000000001,64418,Petrafied! (Very Best Of Petra,AR87P0Q1187B989ADF,0.5614285179999999,SOSYIEX12A58A7D0F7,208.347,0.746,0.22253,131.634,ccm,0.9968396340000001,4.0,0.5670000000000001,More Power To Ya,0
3276,0.42968962899999996,AREY3RN1187B993C5F,Goatwhore,,0.0,0.314,1.18861,0.479,0.12753,205.63546000000002,0.20600000000000002,0.7732718479999999,1.0,0.589,29.95369,"New Orleans, LA",-90.07771,-8.644,1,0.584,667161,Eclipse of Ages Into Black,AR9Q3LP1187FB3D647,0.419674279,SOAEAQO12AB0184ACE,205.635,0.019,0.12753,113.557,black metal,1.0,4.0,0.7120000000000001,Gravedom,2000
4941,0.46123067700000003,ARCSHVZ11C8A41575B,Take It Back!,,0.0,0.18600000000000003,1.0406600000000001,0.9179999999999999,0.17185999999999998,204.90403999999998,0.322,0.7512163479999999,3.0,0.494,36.0632,"Fayetteville, AR",-94.15791,-4.696000000000001,0,0.44,771209,Can't Fight Robots,ARNZY1D1187FB53EFA,0.44713579600000003,SODIEVX12AB0186777,197.683,0.42700000000000005,0.17185999999999998,135.264,melodic hardcore,1.0,4.0,0.0,These Days,2008
2147,0.46319285200000004,ARH1LE01187B98D68D,John Debney,american,1.0,0.44799999999999995,4.43525,0.868,0.8649600000000001,76.79955,0.327,0.602766934,10.0,0.193,37.15735675013362,Not available,-63.93335786851952,-32.637,1,0.38,662608,End Of Days,AR1YFM81187FB3DC28,0.304169503,SOEKMUY12AB018CB47,67.895,0.055999999999999994,0.54095,91.249,pop rock,0.964523997,4.0,0.568,Porcelain Man,1999
5792,0.514522578,ARVXV1J1187FB5BF88,Foals,math rock,2.0,0.039,0.26677,0.336,0.26677,315.27137999999997,0.0,0.842577665,9.0,0.618,37.15735675013362,oxford,-63.93335786851952,-6.611000000000001,0,0.591,214092,Antidotes,ARFOZ9U1187FB4F625,0.728377177,SOMGPML12A8C13AE8C,293.494,1.0,0.07342,156.917,dance-punk,0.9505371509999999,5.0,1.0,Red Socks Pugie,2008
6117,0.39444029399999997,ARUL0VB1187B9A01AA,Cadacross,finnish,1.0,0.024,0.9074,0.877,0.32055,217.93913999999998,0.107,0.52114352,4.0,0.794,64.95014,Finland,26.06739,-4.3839999999999995,0,0.5760000000000001,89152,Corona Borealis,ARGJLIC1187B9B6CDB,0.600274216,SOOABJR12A58A779B0,212.683,0.0,0.02713,92.60799999999999,folk metal,1.0,4.0,0.0,Bring Out Your Dead,2002
1781,0.71366982,ARM7EDF1187B9B3FA1,Guns N' Roses,hard rock,3.0,0.061,1.37814,0.0,0.35191,524.8779099999999,0.708,0.8440850609999999,1.0,0.63,37.15735675013362,Not available,-63.93335786851952,-7.218999999999999,1,0.405,15638,Use Your Illusion II,ARE8GLF1187FB52532,0.701040475,SOIHJSD12A6701EB04,500.01800000000003,0.508,0.10066,118.101,heavy metal,0.938552196,4.0,0.596,Locomotive (Complicity),1991
5228,0.34054408,ARNARI81187FB3C9A7,Flora Purim,,0.0,0.064,0.26376,0.35600000000000004,0.26376,208.03873000000002,0.20600000000000002,0.479755041,7.0,0.036000000000000004,37.15735675013362,"Rio de Janeiro, Brazil",-63.93335786851952,-16.444000000000003,1,0.40299999999999997,275330,Encounter,ARI4RPW1187B9B862D,0.26586104899999996,SOICWAN12A81C21789,197.851,0.35600000000000004,0.26376,173.649,latin jazz,0.94893525,4.0,0.552,Above The Rainbow,1994
2817,0.337507289,ARCCRTI11F4C845308,White Heart,,0.0,0.045,1.47953,0.8009999999999999,0.2862,222.06649,0.069,0.477364753,7.0,0.165,37.15735675013362,Not available,-63.93335786851952,-4.744,1,0.39899999999999997,234939,Righteous Rock: Classic Christian Hair Bands,ARIYJXD1187B98C70E,0.5033812360000001,SOVAPNH12A8AE46E05,222.06599999999997,0.413,0.2862,99.374,ccm,1.0,4.0,0.214,Nothing But The Best,0
7064,0.374530029,ARIRBO11187FB4B219,Donna The Buffalo,folk,1.0,0.1,0.80087,1.0,0.34823000000000004,376.29342,0.263,0.575532412,9.0,0.963,37.15735675013362,Not available,-63.93335786851952,-6.894,1,0.6629999999999999,395497,Rockin' In The Weary Land,ARWTFGY1187B992CBA,0.319565987,SOYOMGJ12A58A7A668,368.866,0.721,0.11334000000000001,131.671,zydeco,1.0,4.0,0.439,Each & Every Direction,0
9511,0.6055071360000001,AR10USD1187B99F3F1,Silverstein,,0.0,0.226,0.31351,0.0,0.31351,208.16933999999998,0.0,0.80113645,4.0,0.4,37.15735675013362,"Burlington, Ontario, Canada",-63.93335786851952,-2.14,0,0.473,128122,Discovering The Waterfront,ARJXL4Z1187B9A5920,0.823777513,SOVNUCB12A6D4F9F24,205.81599999999997,0.121,0.16264,197.722,post-hardcore,0.999818045,4.0,0.019,Defend You (Album Version),2005
2457,0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,,0.0,0.753,0.43799,0.753,0.43799,189.3873,0.35700000000000004,0.652367864,10.0,0.051,37.15735675013362,Not available,-63.93335786851952,-8.789,1,0.309,421962,Irfan_ le hA(c)ros,AR7VA9B1187B99CFFF,0.437036204,SOYRCTM12AB01860FA,166.725,0.6,0.23392,148.63299999999998,chanson,1.0,1.0,0.0,Printemps,1999
5023,0.442948945,ARVOWE21187FB3AE3C,Enuff Z Nuff,,0.0,0.016,0.61762,0.9670000000000001,0.2228,182.15138000000002,0.364,0.617473325,11.0,0.0,41.88415,"Chicago, IL",-87.63241,-8.649,1,0.193,642958,Tweaked,ARYZTJS1187B98C555,0.37598430200000005,SOZZWWW12A58A8146A,174.312,0.493,0.029339999999999998,158.795,power pop,0.980437846,4.0,0.0,Style,0
8396,0.6051911529999999,ARAXU5Z1187B98FECD,Gorillaz,trip rock,2.0,0.166,0.26081,0.905,0.26081,183.53587,0.40299999999999997,0.775086058,2.0,0.355,37.15735675013362,Not available,-63.93335786851952,-7.172999999999999,1,0.305,598,G-Sides,ARNWZ1N1187B9B71BA,0.647653855,SOADCFY12A6310E353,178.422,0.81,0.08796,171.924,hip hop,1.0,4.0,1.0,Rock The House (Radio Edit),2001
7185,0.479407676,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,seen live,2.0,0.586,1.77014,0.58,0.87215,382.01424,0.498,0.694021648,5.0,0.515,37.15735675013362,Not available,-63.93335786851952,-7.971,0,0.363,8423,Let Love In,AR1XD261187B9ACF9B,0.650767013,SOOEXUJ12A6701E77F,373.656,0.11199999999999999,0.6449199999999999,137.589,rock,1.0,4.0,0.0,Loverman,1994
350,0.331351565,AR558FS1187FB45658,40 Grit,,0.0,0.28600000000000003,1.8588099999999999,0.77,1.22593,75.67628,0.0,0.45197771700000006,11.0,0.154,37.15735675013362,Not available,-63.93335786851952,-22.752,1,0.301,559989,Nothing To Remember,AR08DYV1187B99A0D7,0.427446572,SOGDBUF12A8C140FAA,75.676,0.14800000000000002,1.07213,186.882,nu metal,0.995807676,3.0,0.7340000000000001,Intro,2003
5179,0.434859589,AR2XRFQ1187FB417FE,Julie Zenatti,,0.0,0.716,8.695269999999999,0.773,0.5916100000000001,252.99546,0.514,0.626957723,1.0,0.429,37.15735675013362,Not available,-63.93335786851952,-11.061,0,0.67,382807,Comme Vous,ARAGSU61187B98C95C,0.475638468,SOMBCOW12AAF3B229F,241.424,0.365,0.5916100000000001,80.084,chanson,1.0,4.0,0.5329999999999999,On Efface,2004
3428,0.364006714,AROJ4RQ1187FB50102,Pinch,production music,1.0,0.054000000000000006,0.08528,0.8809999999999999,0.08528,315.84608,0.067,0.583049613,6.0,0.051,39.739259999999994,Illinois,-89.50409,-9.847000000000001,0,0.315,626944,Tectonic Plates Vol. 2,ARKJY9N1187FB44BAC,0.440826441,SOMYDMS12AB017C4B8,301.41200000000003,0.434,0.08528,139.994,dubstep,1.0,7.0,1.0,Joyride,0
1023,0.328413738,AR6IJ6U1187B99FC7C,Alberto Cortez,,0.0,0.161,3.12235,0.10400000000000001,0.37836,252.78649,0.0,0.506778928,3.0,0.643,37.15735675013362,Not available,-63.93335786851952,-5.896,1,0.536,122921,ColecciA3n Diamante: Alberto Cortez,ARE401M1187B99DCDB,0.33470654899999996,SOJKDEC12A8C131E8B,245.923,0.873,0.37836,91.008,chanson,1.0,5.0,0.617,Distancia,1989
4517,0.35970936299999995,ARBJI5N1187FB400D0,Jay & The Americans,,0.0,0.115,1.51816,0.875,0.1148,173.58321999999998,0.392,0.547325147,10.0,0.537,40.71455,"New York, NY",-74.00712,-16.685,0,0.434,23951,Come A Little Bit Closer,AR67U2G1187FB3F935,0.427446572,SOXGZAI12A6D4F4199,169.378,0.324,0.1148,86.44200000000001,soft rock,0.965944811,4.0,0.9209999999999999,Tomorrow,1990
9380,0.332856515,AR1IY3B1187B98B384,Joanna Connor,,0.0,0.26899999999999996,1.91125,0.9540000000000001,0.56367,243.66975,0.0,0.479218001,5.0,0.004,39.739259999999994,"Brooklyn, NY",-89.50409,-5.955,1,0.252,240758,Slidetime,ARRZKJM1187FB42F21,0.26586104899999996,SOSICQR12A8C131756,236.832,0.0,0.56367,92.471,blues-rock,1.0,3.0,0.619,Money Blues,0
6864,0.44988698200000005,ARNMBZY122BCFCCEB8,Modern Day Escape,,0.0,0.03,1.0896,0.22699999999999998,0.24188,187.0624,0.0,0.71627155,6.0,0.139,37.15735675013362,Not available,-63.93335786851952,-6.904,0,0.36200000000000004,533289,House of Rats,ARZQDSD12AA0D8D63F,0.49394586799999995,SODPNRD12AB017FB2F,184.36599999999999,0.377,0.24188,140.029,melodic metalcore,0.89707196,4.0,0.0,Let's Get Sweaty,0
9133,0.611117503,AR12F2S1187FB56EEF,Aerosmith,heavy metal,1.0,0.253,1.6467,0.539,0.38666,241.8673,0.0,0.872536599,9.0,0.9940000000000001,37.15735675013362,"Boston, MA",-63.93335786851952,-12.328,1,0.542,289322,Night In The Ruts,ARM7EDF1187B9B3FA1,0.566226761,SOUMBKO12A8C135722,236.12400000000002,1.0,0.38666,94.42299999999999,blues-rock,0.898816207,3.0,1.0,Reefer Head Woman,1979
1821,0.344540601,AR19GQN1187FB3ACF5,The Bucketheads,pop and chart,1.0,0.001,1.3735,1.0,0.39845,383.16362999999996,0.35700000000000004,0.563845985,1.0,0.45899999999999996,40.71455,"New York, NY",-74.00712,-16.486,1,0.69,28356,All In The Mind,ARUD74H1187FB5B3DF,0.26586104899999996,SOWWEWC12A6D4F8A87,379.246,0.98,0.14870999999999998,121.896,vocal house,1.0,4.0,0.9109999999999999,Little Louie Bonus,1995
2759,0.332970152,ARZ39UI1187B989289,Izzy Stradlin And The Ju Ju Hounds,,0.0,0.132,3.81483,0.311,2.99051,267.65016,8.11,0.489629327,7.0,0.7809999999999999,37.15735675013362,Not available,-63.93335786851952,-10.097000000000001,1,0.612,55888,Izzy Stradlin And The Ju Ju Hounds,ARJMHAA122BCFC8C4D,0.537503904,SOHPTTD12A6D4F6FE6,263.784,0.061,2.99051,150.404,blues-rock,0.8923526970000001,4.0,0.0,Train Tracks,1992
6300,0.64298222,ARW1MUW1187FB4D5A1,3 Doors Down,alternative rock,1.0,0.467,1.28654,0.0,0.48531,188.65587,0.0,0.8404324670000001,0.0,0.531,37.15735675013362,"Escatawpa, MS",-63.93335786851952,-4.706,0,0.406,274648,3 Doors Down,AR07SOR1187FB46179,0.574693297,SOSHGBG12A8151BD89,185.46900000000002,0.7020000000000001,0.285,150.077,post-grunge,0.919399761,4.0,1.0,Who Are You,2008
9518,0.0,AR1PNWN1187FB4A404,El Gran Combo De Puerto Rico,,0.0,0.171,0.97641,0.263,0.34635,271.64689,0.0,0.597531865,7.0,0.355,29.76045,"HOUSTON, Texas",-95.36978,-7.537000000000001,0,0.444,508013,Arroz Con Habichuela,ARPIGMZ1187FB42689,0.53465524,SOXZVOF12AB0185AF0,267.865,0.591,0.18844,192.417,boogaloo,1.0,4.0,0.797,No Hay Manera,2006
4711,0.37632596,ARC1CJB1187B99FCA4,Laurie Berkner,,0.0,0.353,0.9441700000000001,0.705,0.4811,182.22975,0.43200000000000005,0.558481253,7.0,0.62,37.15735675013362,Not available,-63.93335786851952,-11.498,1,0.7290000000000001,633245,Whaddaya Think of That?,ARKIXC01187B992786,0.460484845,SODXFCU12A58A78087,175.299,0.49700000000000005,0.24899000000000002,128.43,death core,0.943156702,4.0,0.24100000000000002,ABCD Medley,0
5902,0.356795543,ARAG1DX1187B98BB10,Ben Sidran,,0.0,0.05,4.07498,0.0,0.54052,307.80036,2.932,0.599935172,5.0,1.0,41.88415,"Chicago, IL",-87.63241,-17.336,1,0.878,638138,Dylan Different,ARS1B391187B99DED3,0.22154866,SOCJHAZ12AB0181CE2,291.933,0.723,0.10634,68.479,smooth jazz,0.937512366,5.0,0.875,Blowin' In the Wind,2009
4897,0.37820827100000004,ARZ1YNY1187B9B673A,Carolyn Arends,,0.0,0.011000000000000001,0.14484,0.8079999999999999,0.14484,204.01587,0.375,0.494269055,0.0,0.789,49.38426,CANADA - Ontario,-84.75627,-9.818999999999999,1,0.81,489556,Feel Free,ARREC0D1187FB3E7C1,0.409333655,SOCLIXD12A58A7B60D,192.493,0.563,0.14484,106.963,ccm,1.0,4.0,0.7440000000000001,Last Thursday (Call Me Crazy),0
3066,0.560205546,ARMRCET1187FB52049,Fergie,,0.0,0.03,0.74743,0.0,0.08146,208.95302,1.001,0.873627174,1.0,0.0,33.993629999999996,"Hacienda Heights, CA",-117.97091999999999,-5.93,1,0.0,374501,London Bridge,ARVBRGZ1187FB4675A,0.7415744240000001,SOIJEWM12A67ADA08D,199.082,0.33799999999999997,0.08146,91.02,pop rap,0.999024998,4.0,0.764,London Bridge,0
6581,0.350803574,ARN4IYF1187FB49D76,Pagan Wanderer Lu,,0.0,0.153,2.51759,0.0,0.62022,297.66485,0.084,0.45360053899999997,4.0,0.8740000000000001,37.15735675013362,Not available,-63.93335786851952,-6.066,0,0.61,409333,Fight My Battle For Me,ARSITKO123E29C194D,0.21204540600000002,SOQDNNN12AB018414A,293.744,0.473,0.11469000000000001,87.999,indietronica,0.9027966359999999,4.0,1.0,Ten Cities Is Not A European Tour,0
4696,0.366157945,AR0JURX1187FB3C8FF,Illya Kuryaki And The Valderramas,,0.0,0.28300000000000003,0.81548,1.0,0.0337,233.97832000000002,0.0,0.58763068,7.0,0.526,41.39447,Brewster New York USA,-73.61689,-10.819,1,0.64,346368,Ninja Mental - Unplugged MTV,ARV4TAT1187FB3BDE8,0.46237994600000004,SOGQNDO12AB0181930,224.821,1.0,0.0337,154.028,progressive house,0.9863757129999999,4.0,0.9129999999999999,Ninja Mental,1996
6721,0.369609835,AR0B6VD1187B99C293,Uphill Battle,,0.0,0.465,1.57839,0.551,0.42513999999999996,323.36933999999997,0.102,0.46626221,2.0,0.889,34.473259999999996,"Ventura County, CA",-119.05505,-6.563,1,0.644,240728,Uphill Battle,ARPHJEI1269FCD6A79,0.396700138,SOEGTFO12A8C13EA14,309.16200000000003,0.6779999999999999,0.13657,107.329,grindcore,1.0,4.0,0.6940000000000001,Climate Control,2002
3966,0.386289651,ARIRD6J1187FB5A98C,Sugar Minott,,0.0,0.02,0.7518,0.778,0.37481,290.35057,0.16,0.6069757370000001,1.0,0.32899999999999996,18.015710000000002,"Kingston, Jamaica",-76.79731,-11.107000000000001,1,0.425,265616,Sugar Minott at Studio One,ARX5XTP1187FB3D8CC,0.379523324,SOFZQHK12A8C13B23E,284.032,0.9420000000000001,0.18344000000000002,158.05100000000002,roots reggae,0.940150437,4.0,0.0,Try Love,1977
7899,0.355667956,AR5IDI61187FB43E75,Bloomfield,,0.0,0.193,0.41606000000000004,0.7240000000000001,0.07789,353.69751,0.258,0.509380155,1.0,0.287,37.15735675013362,Not available,-63.93335786851952,-6.718,1,0.251,778229,CafA(c) Solaire 11-Download Edition,AR9EP1K1187B998767,0.660381133,SOFQOAR12AC4688316,335.267,0.19399999999999998,0.07789,179.976,deep house,1.0,4.0,0.0,Boulevard St. Germain,2006
2506,0.546383748,ARPKATM1187B9B76E6,Hatebreed (int License),,0.0,0.026000000000000002,2.02795,0.0,0.57265,174.28853,0.0,0.832757431,6.0,0.075,41.307109999999994,"New Haven, CT",-72.92496,-3.7310000000000003,1,0.46299999999999997,601547,Hatebreed [Explicit],ARWMY7E1187B9B7049,0.629071836,SOEVAMO12AC90716AD,172.054,0.528,0.028730000000000002,82.69,hardcore punk,1.0,4.0,0.45299999999999996,Between Hell and A Heartbeat [Explicit],0
8651,0.375367267,ARXAHU31187B9B1520,Vex'd,dubstep,3.0,0.18,0.53538,1.0,0.11607,243.25179,0.0,0.40792493,6.0,0.502,51.50632,London,-0.12714,-7.8,0,0.294,812979,Cloud Seed,AREFFEC1187B98E12F,0.633809245,SOSRAMK12AB018814F,235.56599999999997,1.0,0.11607,142.21200000000002,dubstep,1.0,4.0,0.68,Disposition (feat. Jest),2010
5519,0.453391186,ARYPWUK1187B98ACED,Emperor,,0.0,0.151,5.2118,0.555,0.45692,258.35057,0.461,0.7429631520000001,4.0,0.016,64.55653000000001,Norway,12.66538,-11.164000000000001,0,0.589,11857,Anthems To The Welkin At Dusk,ARLSF8H1187B9A76B0,0.62921271,SOZBFOF12A58839323,258.351,0.168,0.16582,116.171,heavy metal,1.0,7.0,0.9,Al Svartr (The Oath),0
7454,0.58703963,ARWX5TK1187FB4CDBE,The Who,british,3.0,0.019,1.1750399999999999,0.0,0.40125,271.69914,2.4090000000000003,0.836039353,2.0,0.061,52.883559999999996,Angleterre,-1.97406,-9.003,0,0.45399999999999996,14369,The Who By Numbers,ARDIBRT1187B9AF176,0.598688453,SOKIDZN12A67020D2D,254.28799999999998,0.524,0.20521999999999999,151.796,british invasion,0.9267561670000001,4.0,0.172,Slip Kid,1975
8379,0.424940331,ARNPPTH1187B9AD429,Jimmy Page,uk,1.0,0.1,0.04858,0.687,0.04858,157.02159,0.0,0.7318222190000001,2.0,0.47100000000000003,51.4855,"Heston, Middlesex, England",-0.37196,-4.813,0,0.41200000000000003,499661,Get the Led Out - Led Zeppelin Salute,ARUQILG12454A52DCB,0.499445835,SOCHBZX12A8C141F2B,153.037,0.687,0.04858,184.456,british blues,0.94248626,4.0,0.28,Wailing Sounds,2004
50,0.47930845899999996,ARS1OWB1187B99EEAD,The New York Dolls,punk,1.0,0.877,0.12284,0.877,0.12284,344.05832000000004,0.068,0.717670525,11.0,0.425,37.15735675013362,"New York, NY",-63.93335786851952,-9.253,1,0.486,74655,Too Much Too Soon,AR9B5JX1187FB55D84,0.561692411,SOGKIWV12A6D4F86C4,335.029,0.56,0.12284,154.953,glam rock,0.998786077,1.0,0.0,Human Being,1974
8941,0.555741673,ARNRPI31187B9AC699,The Crystal Method,electronic,2.0,0.03,0.71302,0.897,0.18866,357.642,0.19399999999999998,0.740796632,11.0,0.031,37.15735675013362,"Los Angeles, CA",-63.93335786851952,-10.850999999999999,1,0.384,614972,Keep Hope Alive EP,ARMKBL21187FB38230,0.632525062,SOHPQKD12A8C143939,350.79,0.316,0.05741,114.31299999999999,big beat,0.9486534109999999,4.0,1.0,More,1997
8727,0.434253341,AR7PPJV1187FB397CC,James Taylor Quartet,jazz and blues,1.0,0.327,0.70643,0.327,0.70643,198.3473,0.0,0.583178831,7.0,0.7190000000000001,37.15735675013362,Not available,-63.93335786851952,-5.121,1,0.745,656864,Don't Mess With Mr T,ARZ5CKV1187B9AE71A,0.523645923,SOQLLXY12A8C1420C1,194.206,1.0,0.23381,84.186,jazz funk,0.968044675,1.0,0.193,Got To Give It Up,2007
5407,0.382344578,ARE7AY71187FB53D26,Play,,0.0,0.057999999999999996,1.11542,0.8240000000000001,0.26219000000000003,289.2273,0.223,0.722610412,7.0,0.441,62.19845,Sweden,17.55142,-12.815999999999999,0,0.363,738663,In My Mind,AR0QJ5M1187FB5B86F,0.26586104899999996,SOQRTJE12AC95F02CB,285.6,0.62,0.054979999999999994,138.44299999999998,teen pop,1.0,4.0,0.314,In My Mind (Remix),0
9847,0.35300068799999995,ARSF4161187B9B449F,The Gone Jackals,,0.0,0.42200000000000004,0.52374,0.675,0.52374,220.83872999999997,0.25,0.44104996,4.0,0.544,37.15735675013362,Not available,-63.93335786851952,-14.87,1,0.5429999999999999,457877,Out And About With...,ARII7EM1187FB5400D,0.319565987,SOQUXGF12AB018685C,210.083,0.247,0.2807,119.52600000000001,blues-rock,0.7963535909999999,7.0,0.741,Is It Clean (Ethereal - Progressive),0
7542,0.344721111,ARHT0B11187B993CB3,Eddy Raven,american,1.0,0.046,1.25747,1.0,0.32971999999999996,202.52688999999998,0.28,0.464994319,8.0,0.0,30.22032,"Lafayette, LA",-92.01705,-10.008,1,0.0,24441,20 Favorites,ARLWR721187B9A03C9,0.24176791600000003,SOJIGFG12A6D4F7781,190.36900000000003,0.649,0.32971999999999996,129.266,zydeco,1.0,4.0,0.099,In A Letter To You (Digitally Remastered 98),0
207,0.45343579100000003,ARC6UC81187B989062,Hem,country,1.0,0.0,0.34565,0.0,0.34565,133.27628,0.0,0.632242851,5.0,0.7829999999999999,40.71455,NY - New York City,-74.00712,-15.735999999999999,1,0.674,603055,Peace At Last - EP,AR8CZ1U1187FB4CED1,0.36037058299999997,SOIKIJC12AC3DFB3D2,117.661,0.0,0.34565,89.86,folk-pop,1.0,1.0,0.368,Have Yourself A Merry Little Christmas,2005
